,DCU,Maynooth U,TU Dublin,Letterkeny,National College of Ireland,TCD,AIT,Dundalk,Waterford,Cork IT,DIT,Blanchardstown,Carlow IT,Galway Mayo,Tallaght,National College of Art & Design,IADT,LIT,UL,Sligo,NUIG,Mary Immaculate College,Total sitting Leaving Cert,Year,Total of main colleges,School,Roll Number
0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,103.0,2022,40.0,coláiste-muire-máthair,68405J
0,0.0,1.0,1.0,1.0,0.0,4.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,12.0,1.0,2.0,1.0,2.0,8.0,1.0,0.0,3.0,107.0,2013,102.0,jesus-&-mary-secondary-school,63001G
0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,36.0,2013,30.0,meán-scoil-muire,63010H
0,0.0,3.0,13.0,0.0,3.0,19.0,1.0,1.0,1.0,0.0,17.0,3.0,0.0,0.0,1.0,2.0,3.0,0.0,2.0,0.0,0.0,1.0,106.0,2013,104.0,muckross-park-college,60710U
0,0.0,1.0,5.0,0.0,0.0,8.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,2013,27.0,the-teresian-school,60892G
0,0.0,1.0,19.0,0.0,3.0,29.0,1.0,0.0,0.0,1.0,22.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,97.0,2013,114.0,st-michaels-college,60561G
0,0.0,1.0,11.0,0.0,2.0,14.0,0.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,51.0,2013,49.0,st-conleths-college,60590N
0,0.0,3.0,2.0,0.0,7.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,47.0,2013,22.0,technical-institute,70200D
0,0.0,1.0,16.0,0.0,5.0,3.0,1.0,1.0,0.0,1.0,10.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,85.0,2013,43.0,marian-college,60500J
0,0.0,12.0,4.0,1.0,1.0,3.0,2.0,16.0,0.0,0.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,76.0,2013,75.0,st-louis-secondary-school,64760J
0,0.0,16.0,2.0,4.0,0.0,5.0,1.0,27.0,1.0,2.0,12.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,0.0,1.0,111.0,2013,103.0,our-ladys-secondary-school,64770M
0,0.0,4.0,1.0,1.0,1.0,5.0,2.0,7.0,1.0,1.0,9.0,1.0,3.0,4.0,0.0,1.0,2.0,1.0,2.0,14.0,0.0,1.0,83.0,2013,64.0,largy-college,72171J
0,0.0,3.0,2.0,4.0,1.0,3.0,0.0,7.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,6.0,0.0,0.0,38.0,2013,27.0,monaghan-collegiate-school,64830E
0,0.0,2.0,2.0,3.0,1.0,2.0,1.0,8.0,1.0,1.0,1.0,4.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,10.0,0.0,1.0,57.0,2013,40.0,beech-hill-college,72210Q
0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,30.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,84.0,2013,54.0,inver-college,72180K
0,0.0,2.0,5.0,8.0,0.0,4.0,1.0,6.0,1.0,1.0,3.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,5.0,0.0,1.0,81.0,2013,65.0,st.-louis-secondary-school,64820B
0,0.0,6.0,7.0,13.0,1.0,8.0,1.0,8.0,1.0,0.0,8.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,16.0,0.0,1.0,109.0,2013,104.0,st.-macartans-college,64810V
0,0.0,1.0,1.0,8.0,1.0,1.0,1.0,6.0,1.0,0.0,3.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,36.0,2013,32.0,castleblayney-college,72190N
0,0.0,6.0,2.0,2.0,1.0,1.0,4.0,5.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,36.0,2013,30.0,ballybay-community-college,72170H
0,0.0,3.0,9.0,1.0,1.0,5.0,1.0,22.0,1.0,1.0,7.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,66.0,2013,60.0,patrician-high-school,64750G
0,0.0,2.0,4.0,3.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,21.0,2013,20.0,coláiste-oiriall,76091I
0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,0.0,1.0,49.0,2013,31.0,carrigallen-vocational-school,71540J
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,3.0,vocational-school,71530G
0,0.0,6.0,4.0,2.0,1.0,2.0,6.0,1.0,1.0,1.0,2.0,1.0,2.0,8.0,0.0,2.0,1.0,3.0,1.0,16.0,0.0,1.0,99.0,2013,82.0,community-school,91496V
0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2013,3.0,mohill-vocational-school,71590B
0,0.0,5.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,50.0,2014,29.0,ballinamore-community-school,91519H
0,0.0,1.0,4.0,4.0,1.0,5.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,5.0,0.0,0.0,1.0,5.0,2.0,15.0,0.0,1.0,93.0,2013,62.0,st.-clares-comprehensive-school,81013P
0,0.0,3.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,1.0,2.0,6.0,0.0,0.0,34.0,2013,29.0,lough-allen-college,71560P
0,0.0,4.0,2.0,3.0,0.0,1.0,3.0,1.0,0.0,0.0,4.0,0.0,1.0,4.0,0.0,1.0,1.0,1.0,5.0,5.0,0.0,2.0,60.0,2013,47.0,mohill-community-college,76089V
0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,49.0,2013,41.0,ballinamore-post-primary-schools,63460P
0,0.0,2.0,2.0,2.0,0.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,2.0,6.0,0.0,1.0,58.0,2013,32.0,vocational-school,71570S
0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2013,2.0,marian-college,63520H
0,0.0,4.0,23.0,0.0,6.0,5.0,0.0,1.0,1.0,0.0,16.0,4.0,1.0,1.0,1.0,4.0,4.0,0.0,1.0,1.0,0.0,0.0,116.0,2013,83.0,manor-house,60300B
0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,1.0,greendale-community-school,91341P
0,0.0,4.0,16.0,1.0,5.0,3.0,1.0,2.0,1.0,0.0,11.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,77.0,2013,47.0,st-pauls-college,60290B
0,0.0,1.0,17.0,1.0,9.0,1.0,0.0,1.0,1.0,0.0,11.0,13.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,70.0,2013,46.0,chanel-college,60550B
0,0.0,2.0,9.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,8.0,7.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,65.0,2013,36.0,st-marys-secondary-school,60791A
0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1.0,st-john-of-god-secondary-school,60881B
0,0.0,3.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,5.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,49.0,2013,18.0,mercy-college-coolock,60871V
0,0.0,1.0,11.0,1.0,4.0,4.0,0.0,1.0,1.0,0.0,9.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,51.0,2013,31.0,st.-davids-c.b.s.,60471F
0,0.0,2.0,8.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,56.0,2013,23.0,ardscoil-la-salle,60291D
0,0.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,5.0,1.0,10.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,0.0,2.0,59.0,2013,46.0,presentation---de-la-salle-college,61150N
0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,26.0,2013,6.0,vocational-school-muine-bheag,70430U
0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,13.0,1.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,98.0,2013,34.0,carlow-vocational-school,70420R
0,0.0,6.0,3.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,2.0,0.0,12.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,60.0,2013,46.0,gaelcholáiste-cheatharlach,70440A
0,0.0,14.0,1.0,1.0,1.0,1.0,1.0,4.0,14.0,2.0,4.0,0.0,17.0,1.0,0.0,1.0,1.0,3.0,6.0,2.0,0.0,1.0,90.0,2013,78.0,borris-vocational-school,70400L
0,0.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,9.0,0.0,1.0,1.0,7.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,43.0,2013,28.0,coláiste-eoin,70410O
0,0.0,4.0,4.0,0.0,0.0,1.0,3.0,1.0,14.0,1.0,2.0,1.0,24.0,1.0,1.0,1.0,2.0,2.0,5.0,1.0,0.0,1.0,108.0,2013,77.0,tullow-community-school,91356F
0,0.0,18.0,7.0,1.0,1.0,10.0,2.0,1.0,8.0,1.0,3.0,1.0,31.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,125.0,2013,111.0,st.-leos-college,61140K
0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,3.0,1.0,26.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,60.0,2013,47.0,st-marys-academy-cbs,61120E
0,0.0,8.0,5.0,0.0,1.0,1.0,1.0,0.0,5.0,2.0,5.0,1.0,9.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,2.0,69.0,2013,57.0,st-marys-knockbeg-college,61130H
0,0.0,2.0,4.0,0.0,1.0,1.0,1.0,1.0,6.0,1.0,4.0,1.0,23.0,2.0,3.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,79.0,2013,53.0,presentation-college,61141M
0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,5.0,22.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,3.0,106.0,2013,83.0,st-marys-high-school,62380M
0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,2.0,66.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,7.0,0.0,0.0,5.0,203.0,2013,192.0,coláiste-choilm,71103K
0,0.0,2.0,1.0,1.0,0.0,3.0,1.0,1.0,7.0,7.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,6.0,0.0,0.0,8.0,99.0,2013,76.0,loreto-secondary-school,62270F
0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,14.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,12.0,0.0,0.0,3.0,69.0,2013,57.0,patrician-academy,62330U
0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,26.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,1.0,99.0,2013,68.0,glanmire-community-college,76064F
0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,13.0,2013,4.0,st-fanahans-college,71040M
0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,9.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,7.0,1.0,0.0,2.0,61.0,2013,47.0,schull-community-college,71102I
0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,19.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,56.0,2013,44.0,colaiste-muire,62200H
0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,25.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,5.0,12.0,0.0,0.0,8.0,90.0,2013,78.0,maria-immaculata-community-college,76086P
0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,17.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,3.0,92.0,2013,74.0,coláiste-na-toirbhirte,62061T
0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,10.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,9.0,1.0,0.0,10.0,57.0,2013,55.0,boherbue-comprehensive-school,81009B
0,0.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,19.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,6.0,1.0,0.0,4.0,105.0,2013,82.0,kinsale-community-school,91499E
0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,11.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,1.0,43.0,2013,34.0,millstreet-community-school,91390F
0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,21.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,85.0,2013,33.0,st-colmans-community-college,71050P
0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,27.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,86.0,2013,76.0,st-francis-capuchin-college,62460K
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,33.0,2013,11.0,rossa-college,71090E
0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,14.0,2013,6.0,mannix-college,71080B
0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,6.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,2.0,44.0,2013,37.0,christian-brothers-secondary-school,62420V
0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,17.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,65.0,2013,47.0,scoil-mhuire-gan-smal,62090D
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,2013,7.0,ardscoil-phobal-bheanntrai,62080A
0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,3.0,50.0,2013,42.0,st-marys-secondary-school,62320R
0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,34.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,91.0,2013,77.0,ballincollig-community-school,91386O
0,0.0,3.0,1.0,0.0,0.0,7.0,1.0,1.0,1.0,18.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,2.0,95.0,2013,77.0,bandon-grammar-school,62060R
0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,9.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,4.0,1.0,0.0,2.0,48.0,2013,40.0,midleton-college,62370J
0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,23.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,78.0,2013,63.0,coláiste-an-chroí-naofa,62130M
0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,49.0,2022,20.0,carrigtwohill-post-primary-school,76333G
0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,22.0,2013,11.0,mcegan-college,71030J
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,16.0,2021,14.0,gaelcholáiste-charraig-uí-leighin,76273O
0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,22.0,2013,19.0,scoil-mhuire,70931T
0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,23.0,2013,16.0,cobh-community-college,70970G
0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,7.0,2.0,1.0,0.0,2.0,33.0,2013,31.0,st.-marys-secondary-school,62450H
0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,2.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,1.0,69.0,2013,77.0,colaiste-an-phiarsaigh,62301N
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013,1.0,colaiste-eoin,71100E
0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,10.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,38.0,2013,34.0,presentation-secondary-school,62421A
0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,9.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,6.0,4.0,0.0,0.0,4.0,34.0,2013,29.0,scoil-na-mbráithre-chríostaí,62440E
0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,13.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,49.0,2013,49.0,ardscoil-uí-urmoltaigh,62050O
0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,9.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,17.0,0.0,0.0,1.0,71.0,2013,56.0,colaiste-treasa,71000A
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2013,9.0,st-gobans-college,70930R
0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,30.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,91.0,2013,69.0,coláiste-muire,62180E
0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,31.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,7.0,0.0,0.0,7.0,154.0,2017,59.0,skibbereen-community-school,91516B
0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,1.0,66.0,2013,41.0,mount-st-michael,62470N
0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,7.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,38.0,2013,31.0,colaiste-pobail-naomh-mhuire,76067L
0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,2022,31.0,carrigaline-erst-school,68264R
0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,4.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,4.0,45.0,2013,29.0,scoil-mhuire,62290L
0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,34.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,94.0,2013,73.0,coachford-college,70960D
0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,22.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,57.0,2013,34.0,st.-brogans-college,70910L
0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,8.0,60.0,2013,56.0,mercy-heights-secondary-school,62490T
0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,18.0,2.0,0.0,1.0,5.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,4.0,89.0,2013,81.0,clonakilty-community-college,70950A
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,1.0,christian-brothers,62500T
0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,16.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,8.0,1.0,0.0,2.0,49.0,2013,46.0,coláiste-cholmáin,62260C
0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,3.0,loreto-secondary-school,62510W
0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,4.0,24.0,2.0,0.0,1.0,5.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,5.0,107.0,2013,98.0,st-aloysius-college,62140P
0,0.0,2.0,1.0,1.0,0.0,4.0,1.0,1.0,2.0,21.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,1.0,75.0,2013,61.0,christian-brothers-secondary-school,62360G
0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,53.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,165.0,2013,133.0,carrigaline-community-school,91388S
0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,10.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,6.0,69.0,2013,63.0,st-marys-secondary-school,62350D
0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,19.0,23.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,10.0,2.0,0.0,6.0,159.0,2013,100.0,youghal-community-school,91513S
0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,5.0,0.0,0.0,7.0,24.0,2013,24.0,colaiste-ghobnatan,70920O
0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,17.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,1.0,58.0,2013,34.0,coláiste-an-chraoibhin,70990M
0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,17.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,5.0,4.0,1.0,0.0,4.0,110.0,2013,47.0,bantry-community-college,76090g
0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,15.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,4.0,45.0,2013,36.0,nagle-rice-secondary-school,62210K
0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,11.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,3.0,43.0,2013,42.0,beara-community-school,91387Q
0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,19.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,40.0,2013,34.0,de-la-salle-college,62310O
0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,12.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,33.0,2013,32.0,st-fachtnas---de-la-salle-college,62480Q
0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,15.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,48.0,2013,34.0,st-peters-community-school,91391H
0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,16.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0,1.0,68.0,2013,39.0,davis-college,71020G
0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,6.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,13.0,1.0,0.0,3.0,67.0,2013,53.0,sacred-heart-secondary-school,62170B
0,0.0,4.0,1.0,0.0,0.0,10.0,1.0,1.0,63.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,0.0,0.0,6.0,129.0,2013,119.0,st-angelas,64990D
0,0.0,1.0,2.0,1.0,0.0,3.0,1.0,1.0,58.0,4.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,6.0,102.0,2013,100.0,our-lady-of-mercy-secondary-school,64971W
