,DCU,Maynooth U,TU Dublin,Letterkeny,National College of Ireland,TCD,AIT,Dundalk,Waterford,Cork IT,DIT,Blanchardstown,Carlow IT,Galway Mayo,Tallaght,National College of Art & Design,IADT,LIT,UL,Sligo,NUIG,Mary Immaculate College,Total sitting Leaving Cert,Year,Total of main colleges,School,Roll Number
0,0.0,3.0,10.0,0.0,1.0,30.0,1.0,2.0,1.0,1.0,12.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,85.0,2013,98.0,loreto-college,60820E
0,0.0,6.0,24.0,0.0,3.0,11.0,1.0,0.0,1.0,1.0,7.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,57.0,2013,63.0,catholic-university-school,60540V
0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,41.0,2013,16.0,killarney-community-college,70450D
0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,13.0,1.0,0.0,6.0,108.0,2013,81.0,causeway-comprehensive-school,70540E
0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,36.0,2013,21.0,community-college,70460G
0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,4.0,44.0,2013,44.0,gaelcholáiste-chiarraí,70560K
0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,6.0,21.0,1.0,0.0,7.0,97.0,2013,88.0,comprehensive-school,81006S
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,12.0,2013,7.0,listowel-community-college,70500P
0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013,2.0,meánscoil-na-toirbhirte,61300G
0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,8.0,0.0,0.0,3.0,46.0,2013,34.0,castleisland-community-college,70520V
0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,17.0,4.0,1.0,1.0,3.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0,4.0,70.0,2013,65.0,coláiste-na-sceilge,76068N
0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,15.0,2.0,0.0,1.0,57.0,2013,60.0,st.-michaels-college,61370E
0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,2.0,17.0,2013,13.0,coláiste-ide,61301I
0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,17.0,2013,20.0,tralee-community-college,70550H
0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,5.0,43.0,2013,37.0,mean-scoil-naomh-ioseph,61260U
0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,11.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,0.0,0.0,5.0,90.0,2013,80.0,st.-brigids-secondary-school,61340S
0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,7.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,11.0,1.0,0.0,4.0,64.0,2013,56.0,pobalscoil-inbhear-sceine,91503P
0,0.0,1.0,1.0,0.0,0.0,6.0,1.0,2.0,4.0,15.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,17.0,1.0,0.0,3.0,112.0,2013,109.0,coláiste-bhréanainn,61320M
0,0.0,2.0,8.0,2.0,0.0,3.0,1.0,1.0,1.0,17.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,3.0,24.0,1.0,0.0,3.0,202.0,2013,167.0,mercy-secondary-school,68070E
0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,3.0,26.0,2013,17.0,meanscoil-phadraig-naofa,61250R
0,0.0,2.0,0.0,1.0,1.0,5.0,2.0,1.0,2.0,9.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,10.0,1.0,0.0,3.0,115.0,2013,107.0,presentation-secondary-school,61450C
0,0.0,1.0,1.0,0.0,1.0,7.0,2.0,0.0,1.0,15.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,9.0,1.0,0.0,5.0,144.0,2013,110.0,the-intermediate-school,61360B
0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,6.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,9.0,0.0,0.0,3.0,55.0,2013,53.0,pobailscoil-chorca-dhuibhne,91511O
0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,2.0,19.0,2013,17.0,mean-scoil-nua-an-leith-triuigh,68075O
0,0.0,3.0,2.0,0.0,1.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,5.0,2.0,0.0,0.0,4.0,78.0,2013,67.0,presentation-secondary-school,61410N
0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,3.0,31.0,2013,20.0,st.-josephs-secondary-school,61220I
0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,4.0,13.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,4.0,11.0,1.0,0.0,1.0,104.0,2013,102.0,c.b.s.-secondary-school,61440W
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2013,2.0,méan-scoil-na-mbráithre-críostaí,61290G
0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,11.0,0.0,0.0,5.0,64.0,2013,63.0,presentation-secondary-school,61380H
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,2.0,meánscoil-an-leith-triúigh,61280D
0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,5.0,13.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,10.0,0.0,0.0,7.0,69.0,2013,61.0,scoil-phobail-sliabh-luachra,91504R
0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,18.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,1.0,38.0,2013,27.0,scoil-aireagail,70570N
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,62.0,2023,22.0,coláiste-abhainn-rí,68425P
0,0.0,5.0,2.0,1.0,2.0,4.0,1.0,1.0,17.0,1.0,3.0,0.0,17.0,1.0,2.0,1.0,1.0,4.0,7.0,1.0,0.0,1.0,109.0,2013,80.0,community-school,91360T
0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,40.0,2013,4.0,city-vocational-school,70610W
0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,16.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,30.0,2013,20.0,coláiste-cois-siúire,70620C
0,0.0,2.0,1.0,0.0,0.0,7.0,1.0,1.0,22.0,4.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,0.0,2.0,101.0,2013,80.0,presentation-secondary-school,61590S
0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,18.0,2013,11.0,duiske-college,70590T
0,0.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,10.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,41.0,2013,38.0,st.-brigids-college,61520U
0,0.0,4.0,1.0,0.0,0.0,3.0,0.0,1.0,4.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,20.0,2013,20.0,colaiste-pobail-osrai,70641K
0,0.0,2.0,4.0,2.0,2.0,7.0,1.0,1.0,28.0,1.0,3.0,0.0,11.0,2.0,1.0,1.0,2.0,4.0,5.0,1.0,0.0,6.0,125.0,2013,123.0,loreto-secondary-school,61580P
0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,10.0,3.0,2.0,1.0,7.0,1.0,1.0,0.0,1.0,2.0,4.0,1.0,0.0,1.0,50.0,2013,35.0,grennan-college,70640I
0,0.0,5.0,5.0,1.0,3.0,16.0,3.0,2.0,9.0,2.0,7.0,2.0,3.0,4.0,1.0,1.0,3.0,3.0,9.0,2.0,0.0,1.0,118.0,2013,110.0,kilkenny-college,61570M
0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,17.0,3.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,8.0,6.0,3.0,0.0,1.0,57.0,2013,46.0,coláiste-mhuire,70600T
0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,32.0,2013,20.0,coláiste-eamann-rís,61510R
0,0.0,11.0,1.0,0.0,2.0,3.0,3.0,1.0,34.0,5.0,1.0,2.0,10.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,104.0,2013,93.0,meánscoil-na-mbráithre-criostaí,61550G
0,0.0,4.0,3.0,0.0,1.0,5.0,0.0,1.0,22.0,3.0,8.0,0.0,6.0,4.0,0.0,0.0,1.0,3.0,11.0,1.0,0.0,1.0,103.0,2013,103.0,st-kierans-college,61560J
0,0.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,49.0,2013,17.0,coláiste-dhúlaigh,70330Q
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,1.0,belcamp-college,60280V
0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,10.0,2013,12.0,corran-college,72300R
0,0.0,8.0,5.0,5.0,0.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,4.0,0.0,1.0,2.0,1.0,4.0,56.0,0.0,1.0,129.0,2013,126.0,summerhill-college,65170Q
0,0.0,5.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,16.0,0.0,1.0,54.0,2013,45.0,mercy-college,65181V
0,0.0,5.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,14.0,0.0,1.0,68.0,2013,47.0,st-marys-college,65130E
0,0.0,3.0,1.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,6.0,0.0,1.0,2.0,1.0,4.0,11.0,0.0,1.0,71.0,2013,58.0,sligo-grammar-school,65190W
0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,15.0,0.0,1.0,21.0,2013,21.0,grange-vocational-school,72330D
0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,46.0,2013,7.0,ballinode-college,72360M
0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,20.0,2013,9.0,coláiste-iascaigh,72320A
0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,4.0,0.0,1.0,0.0,3.0,2.0,16.0,0.0,1.0,69.0,2013,52.0,coola-vocational-school,72310U
0,0.0,5.0,3.0,6.0,1.0,14.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,4.0,28.0,0.0,1.0,115.0,2013,121.0,ursuline-college,65180T
0,0.0,2.0,1.0,7.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,6.0,0.0,1.0,0.0,2.0,8.0,16.0,0.0,1.0,112.0,2013,81.0,st-attractas-community-school,91512Q
0,0.0,1.0,2.0,1.0,0.0,2.0,4.0,0.0,1.0,1.0,1.0,0.0,1.0,11.0,0.0,1.0,1.0,3.0,6.0,7.0,0.0,1.0,43.0,2013,47.0,jesus-&-mary-secondary-school,65150K
0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,4.0,22.0,0.0,1.0,51.0,2013,46.0,colaiste-mhuire,65140H
0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2013,2.0,gurteen-vocational-school,72340G
0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,2013,6.0,grange-community-college,70020B
0,0.0,1.0,20.0,0.0,8.0,10.0,0.0,2.0,1.0,0.0,18.0,4.0,3.0,1.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,113.0,2013,95.0,st.-fintans-high-school,60370W
0,0.0,1.0,7.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,4.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,70.0,2013,19.0,the-donahies-community-school,91318U
0,0.0,3.0,13.0,1.0,5.0,19.0,1.0,2.0,1.0,0.0,13.0,5.0,0.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,101.0,2013,88.0,st-dominics-high-school,60380C
0,0.0,3.0,9.0,0.0,2.0,3.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,30.0,2013,21.0,gealcholáiste-reachrann,76085N
0,0.0,3.0,11.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,37.0,2013,27.0,sutton-park-school,60381E
0,0.0,4.0,18.0,1.0,7.0,2.0,1.0,2.0,0.0,0.0,11.0,3.0,2.0,1.0,3.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,79.0,2013,46.0,pobalscoil-neasain,91342R
0,0.0,1.0,10.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,8.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,26.0,2013,16.0,st-marys-secondary-school,60021U
0,0.0,1.0,7.0,0.0,5.0,3.0,1.0,0.0,0.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,79.0,2013,33.0,cabinteely-community-school,91310E
0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2022,8.0,ballinteer-stepaside-educate-together-secondary-school,68241F
0,0.0,3.0,8.0,0.0,1.0,8.0,0.0,2.0,2.0,0.0,14.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,1.0,0.0,0.0,1.0,87.0,2013,85.0,loreto-college,60240J
0,0.0,1.0,8.0,1.0,8.0,4.0,1.0,2.0,1.0,1.0,7.0,1.0,1.0,1.0,3.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,120.0,2013,66.0,st-laurence-college,60262T
0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,2013,3.0,rosemont-school,60930L
0,0.0,14.0,47.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,23.0,41.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,152.0,2013,112.0,hartstown-community-school,91339F
0,0.0,3.0,11.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,7.0,7.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,79.0,2013,26.0,riversdale-community-college,70081V
0,0.0,5.0,3.0,2.0,2.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,37.0,2019,12.0,hansfield-educate-together-secondary-school,68101M
0,0.0,13.0,20.0,3.0,1.0,4.0,1.0,1.0,0.0,1.0,4.0,7.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,68.0,2015,36.0,luttrellstown-community-college,76130P
0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2023,5.0,edmund-rice-college-carpenterstown-castleknock,68306H
0,0.0,1.0,11.0,1.0,1.0,2.0,3.0,2.0,1.0,0.0,8.0,13.0,1.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,2013,28.0,blakestown-community-school,91316Q
0,0.0,2.0,3.0,0.0,2.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,40.0,2019,14.0,le-cheile-secondary-school,68083N
0,0.0,31.0,15.0,0.0,2.0,15.0,0.0,1.0,1.0,0.0,12.0,3.0,1.0,1.0,1.0,5.0,3.0,0.0,1.0,0.0,0.0,0.0,88.0,2013,92.0,castleknock-college,60100Q
0,0.0,36.0,49.0,0.0,9.0,16.0,1.0,1.0,1.0,0.0,31.0,22.0,1.0,1.0,4.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0,186.0,2013,170.0,castleknock-community-college,76062B
0,0.0,30.0,80.0,1.0,4.0,10.0,2.0,2.0,1.0,0.0,28.0,37.0,2.0,1.0,5.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,194.0,2013,154.0,scoil-phobail-chuil-mhin,91315O
0,0.0,3.0,53.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,41.0,2013,18.0,colaiste-pobail-setanta,76098W
0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,5.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,5.0,2.0,1.0,0.0,1.0,25.0,2013,14.0,central-technical-institute,72420E
0,0.0,4.0,2.0,0.0,1.0,4.0,1.0,0.0,8.0,5.0,4.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,15.0,1.0,0.0,1.0,86.0,2013,87.0,rockwell-college,65300D
0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0,27.0,2013,12.0,st.-alibes-school,72480W
0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,21.0,14.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,3.0,3.0,1.0,0.0,4.0,103.0,2013,72.0,colaiste-dun-iascaigh,76063D
0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,4.0,2.0,2.0,0.0,1.0,49.0,2013,28.0,scoil-ruain,72430H
0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,11.0,7.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,7.0,9.0,1.0,0.0,4.0,87.0,2013,75.0,loreto-secondary-school,65330M
0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,19.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,12.0,10.0,0.0,0.0,1.0,68.0,2013,67.0,the-abbey-school,65490L
0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,13.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,2.0,61.0,2013,24.0,vocational-school,72400V
0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,9.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,1.0,18.0,2013,16.0,c.b.s.,65270U
0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,20.0,16.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,11.0,17.0,0.0,0.0,3.0,125.0,2013,110.0,ardscoil-na-mbráithre,65320J
0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,11.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,6.0,4.0,0.0,0.0,3.0,65.0,2013,42.0,st.-annes-secondary-school,65500L
0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,18.0,2013,4.0,patrician-presentation,65350S
0,0.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,20.0,13.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,13.0,15.0,0.0,0.0,3.0,128.0,2013,93.0,cashel-community-school,91497A
0,0.0,1.0,1.0,1.0,0.0,5.0,0.0,1.0,24.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,2.0,6.0,1.0,0.0,6.0,74.0,2013,60.0,scoil-mhuire,65280A
0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,19.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0,4.0,70.0,2013,60.0,presentation-secondary-school,65340P
0,0.0,12.0,21.0,1.0,1.0,18.0,1.0,1.0,2.0,1.0,16.0,2.0,3.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,117.0,2013,91.0,the-kings-hospital,60272W
0,0.0,2.0,16.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,5.0,2.0,1.0,1.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,60.0,2013,24.0,phobailscoil-iosolde,91302F
0,0.0,13.0,13.0,0.0,1.0,19.0,0.0,1.0,2.0,1.0,11.0,7.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,93.0,2013,85.0,mount-sackville-secondary-school,60120W
0,0.0,1.0,4.0,0.0,0.0,2.0,1.0,1.0,67.0,3.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,13.0,1.0,0.0,2.0,170.0,2015,56.0,ard-scoil-na-mara,68141B
0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,36.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,1.0,73.0,2013,72.0,stella-maris,64922J
0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,21.0,2013,10.0,coláiste-chathail-naofa,72220T
0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,9.0,6.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,51.0,2013,34.0,scoil-na-mbraithre,64880T
0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,29.0,19.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,4.0,1.0,0.0,2.0,107.0,2013,109.0,st-augustines-college,64890W
0,0.0,4.0,2.0,0.0,0.0,1.0,1.0,1.0,10.0,7.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,1.0,7.0,0.0,0.0,2.0,55.0,2013,55.0,ard-scoil-na-ndeise,64900W
0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,13.0,17.0,1.0,0.0,4.0,3.0,0.0,1.0,1.0,3.0,12.0,2.0,0.0,6.0,110.0,2013,83.0,blackwater-community-school,91509E
0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,40.0,6.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,9.0,2.0,0.0,2.0,108.0,2013,79.0,st-declans-community-college,72230W
0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,5.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,9.0,2013,12.0,meánscoil-san-nioclás,76066J
0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,54.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,9.0,0.0,0.0,2.0,88.0,2013,85.0,c.b.s.-tramore,64923L
0,0.0,2.0,11.0,0.0,2.0,5.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,49.0,2013,24.0,st-josephs-secondary-school,60843Q
0,0.0,1.0,8.0,0.0,4.0,3.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,28.0,2013,12.0,st-pauls-c.b.s.,60430O
0,0.0,11.0,20.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,18.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,103.0,2013,79.0,st-declans-college,60491L
0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,2013,5.0,coláiste-eanna,70150O
